source,target,time
24,17,78209
24,32,78209
1,30,78210
1,20,78210
1,27,78214
31,30,78217
31,23,78217
31,11,78217
1,41,78217
31,17,78217
1,32,78217
43,38,78220
43,31,78220
4,7,78233
45,21,78233
45,39,78233
15,43,78238
27,21,78239
7,25,78255
7,17,78255
7,21,78255
7,41,78260
7,32,78260
7,39,78260
14,39,78274
11,43,78279
11,2,78279
32,7,78288
32,24,78288
32,45,78288
32,39,78288
56,31,78292
56,42,78292
32,38,78292
56,11,78292
39,27,78295
39,48,78295
39,11,78295
39,17,78295
42,11,78298
10,17,78298
42,23,78298
42,9,78298
23,25,78299
23,31,78299
23,42,78299
21,1,78315
21,11,78315
21,7,78315
2,33,78326
2,44,78326
48,11,78327
24,11,78332
3,11,78337
31,9,78342
31,47,78342
31,44,78342
31,7,78342
31,33,78342
31,2,78342
25,11,78349
25,7,78349
25,23,78349
27,6,78353
6,38,78365
15,11,78373
7,31,78379
7,14,78379
7,56,78379
12,116,78381
7,25,78382
7,23,78382
7,4,78385
7,38,78385
7,43,78385
11,17,78389
11,15,78389
11,33,78389
7,42,78391
7,44,78391
7,47,78391
7,24,78391
7,20,78391
32,6,78406
32,48,78406
56,17,78408
56,47,78408
10,11,78408
23,56,78413
39,43,78419
39,32,78419
39,44,78419
39,6,78419
42,32,78422
43,24,78440
43,11,78440
43,15,78440
43,1,78440
1,2,78449
1,15,78449
1,27,78449
48,7,78449
1,31,78449
1,45,78449
2,32,78451
2,17,78451
1,44,78454
1,30,78454
20,44,78454
31,39,78467
27,39,78468
31,20,78470
31,1,78470
31,6,78470
31,42,78470
31,14,78470
4,11,78478
4,47,78478
6,1,78479
47,31,78481
40,7,78483
40,43,78483
45,2,78483
45,15,78483
45,43,78483
4,33,78485
4,41,78485
4,38,78485
4,56,78485
18,43,78489
18,32,78489
15,1,78492
4,2,78492
4,24,78492
4,11,78499
4,7,78499
11,39,78501
11,56,78501
11,10,78501
7,40,78514
7,23,78514
32,2,78521
32,44,78521
32,27,78521
56,2,78532
39,23,78534
39,31,78534
39,18,78534
39,2,78534
42,30,78537
42,41,78537
42,3,78537
42,38,78537
39,3,78538
39,45,78538
39,1,78538
42,11,78540
42,40,78540
42,1,78540
42,33,78540
23,17,78541
23,7,78541
39,25,78544
43,38,78567
43,20,78567
43,18,78567
1,39,78575
1,11,78575
1,33,78575
1,17,78575
2,6,78576
2,24,78576
2,21,78576
2,56,78576
20,17,78578
20,6,78578
2,11,78579
24,38,78581
27,2,78592
27,11,78592
31,23,78593
3,39,78594
6,27,78599
6,38,78599
6,44,78599
40,1,78608
11,44,78611
9,11,78620
18,24,78624
7,56,78630
7,17,78630
7,2,78630
7,11,78630
22,37,78631
32,11,78643
32,45,78643
32,6,78646
32,1,78646
32,18,78646
56,39,78654
39,27,78663
39,44,78663
39,38,78663
21,1,78677
48,38,78685
20,39,78696
24,7,78699
24,18,78699
24,10,78699
1,2,78699
24,2,78699
47,56,78701
2,27,78702
2,30,78702
2,15,78702
20,32,78703
20,11,78703
24,31,78706
1,20,78706
31,4,78709
31,47,78709
31,17,78709
31,38,78709
31,56,78709
27,32,78710
27,31,78710
6,11,78716
11,41,78722
11,32,78722
11,6,78722
45,39,78729
9,31,78730
25,23,78732
14,11,78738
14,39,78738
14,32,78738
15,38,78742
32,39,78755
32,43,78755
32,24,78755
56,42,78777
56,38,78777
39,11,78788
39,2,78788
39,17,78788
39,3,78788
39,32,78788
13,33,78791
43,32,78800
43,2,78800
31,42,78818
31,39,78818
2,38,78818
2,44,78818
31,6,78818
2,39,78818
27,6,78820
47,31,78828
47,4,78828
3,44,78833
3,2,78833
3,6,78833
3,32,78833
11,17,78836
11,56,78836
11,38,78836
45,24,78838
45,15,78838
6,17,78840
9,42,78841
7,1,78850
32,2,78868
32,7,78868
56,125,78898
13,42,78903
39,45,78913
21,44,78914
21,2,78914
39,37,78917
39,33,78917
2,1,78927
31,20,78929
31,7,78929
31,33,78932
31,44,78932
31,25,78932
31,17,78932
3,11,78942
3,43,78942
3,37,78942
20,38,78948
20,41,78948
11,42,78950
11,33,78950
11,48,78950
24,32,78951
11,6,78953
11,1,78953
11,2,78953
9,38,78955
6,39,78955
1,31,78956
32,3,78985
32,33,78985
15,2,78988
18,33,78993
23,33,78995
23,31,78995
13,48,79035
13,30,79035
21,3,79036
21,17,79036
21,32,79036
2,11,79038
2,27,79038
2,31,79038
39,21,79040
39,9,79040
48,39,79042
42,48,79046
31,43,79051
31,125,79051
3,17,79053
3,53,79053
20,11,79062
24,4,79072
14,7,79073
11,31,79075
11,43,79075
12,116,79076
45,39,79076
45,11,79076
45,33,79076
1,33,79082
1,20,79082
1,2,79082
1,37,79082
1,45,79082
6,31,79083
4,116,79083
40,43,79088
10,24,79095
10,33,79095
7,2,79096
7,14,79096
7,11,79096
7,38,79096
15,43,79097
15,45,79097
32,24,79101
32,38,79101
32,17,79104
32,31,79104
32,1,79104
32,53,79104
23,11,79127
23,53,79127
27,17,79153
27,53,79153
13,31,79154
13,38,79154
43,11,79157
13,11,79161
42,5,79162
2,45,79165
31,11,79165
2,17,79165
31,23,79165
2,44,79165
31,32,79165
21,9,79171
21,13,79171
3,31,79180
24,43,79185
24,32,79185
24,45,79185
24,17,79185
14,11,79187
14,38,79187
11,3,79193
11,53,79193
11,24,79193
11,56,79193
11,17,79193
45,43,79195
45,15,79195
45,1,79195
9,21,79195
12,4,79200
5,21,79203
1,32,79208
1,11,79208
15,33,79208
15,11,79208
7,23,79210
7,53,79210
7,33,79210
32,27,79222
32,45,79222
32,2,79222
23,25,79246
23,56,79253
23,38,79253
56,23,79254
23,7,79260
27,2,79267
42,9,79271
31,56,79280
31,15,79280
31,17,79282
31,47,79282
2,20,79284
2,1,79284
3,32,79299
47,31,79300
24,2,79302
45,17,79309
11,15,79312
11,45,79312
11,1,79312
25,38,79318
1,6,79322
1,17,79322
7,17,79325
56,38,79374
56,2,79374
39,30,79376
43,40,79379
43,33,79379
43,17,79379
27,6,79381
56,24,79381
23,2,79387
48,42,79388
2,32,79398
2,27,79398
31,32,79400
31,7,79400
31,10,79400
31,33,79400
3,37,79413
20,31,79423
24,11,79426
11,31,79430
1,3,79432
1,44,79432
25,31,79437
40,43,79445
7,1,79449
5,42,79449
4,81,79451
4,52,79451
10,31,79454
10,24,79454
6,11,79459
32,1,79462
6,1,79465
43,1,79489
39,5,79503
56,11,79504
23,56,79506
23,31,79506
27,32,79507
31,38,79510
31,56,79510
31,3,79510
31,43,79510
31,2,79510
2,38,79513
13,31,79535
13,11,79535
20,1,79538
11,3,79539
11,2,79539
24,17,79541
24,43,79541
1,45,79542
1,15,79542
25,1,79551
40,21,79559
40,1,79559
5,39,79563
5,9,79563
15,38,79568
4,48,79568
10,21,79572
32,27,79583
18,33,79586
43,38,79600
31,23,79622
31,25,79622
31,20,79622
56,23,79624
23,204,79627
42,30,79628
27,11,79629
48,12,79632
48,52,79632
48,46,79632
2,33,79637
2,11,79637
21,24,79643
21,43,79643
12,81,79650
3,38,79652
3,11,79652
3,1,79652
1,7,79653
11,1,79653
11,45,79653
11,25,79653
1,40,79653
1,46,79653
11,18,79655
11,21,79655
11,38,79655
11,24,79655
25,2,79666
20,38,79673
24,31,79676
24,1,79676
15,11,79683
4,17,79689
4,48,79703
6,15,79704
18,11,79705
32,38,79706
32,33,79706
16,160,79711
43,21,79714
31,24,79732
42,9,79742
27,6,79747
56,7,79750
2,43,79755
2,32,79755
11,27,79768
11,10,79768
11,32,79768
11,33,79768
11,37,79768
11,14,79768
1,33,79775
1,27,79775
45,24,79776
45,11,79776
9,5,79781
10,11,79795
15,33,79807
43,15,79828
32,11,79831
32,24,79831
39,18,79851
56,25,79860
56,24,79860
47,41,79861
47,38,79861
47,204,79861
2,23,79865
27,1,79866
23,7,79867
23,1,79867
56,38,79867
12,17,79875
21,1,79877
11,20,79882
11,44,79882
1,2,79885
1,32,79885
45,1,79888
45,43,79888
45,2,79888
45,15,79888
9,17,79895
5,42,79920
5,30,79920
24,15,79920
5,9,79920
24,2,79920
18,39,79934
4,65,79946
43,33,79954
32,1,79955
32,44,79955
47,1,79975
2,33,79977
56,2,79979
42,38,79981
42,11,79981
27,32,79984
12,52,79989
23,24,79992
23,44,79992
3,37,79992
1,44,79995
11,1,79997
11,7,79997
48,17,79997
21,33,80004
7,1,80010
9,42,80023
5,31,80030
15,2,80035
20,32,80042
20,2,80049
20,38,80049
6,11,80051
18,30,80058
4,48,80058
4,12,80058
31,5,80071
31,42,80071
32,56,80073
32,23,80078
2,47,80087
2,11,80087
2,56,80087
27,20,80093
42,44,80099
56,20,80103
11,56,80109
11,2,80109
11,37,80109
11,38,80113
1,37,80114
12,65,80115
23,38,80119
23,25,80119
23,11,80119
7,2,80124
21,24,80125
40,1,80138
40,43,80138
15,11,80147
15,20,80147
4,55,80168
6,27,80170
32,14,80196
32,44,80196
2,23,80198
2,1,80198
27,11,80207
3,1,80213
3,2,80213
3,33,80213
45,43,80223
45,33,80223
1,11,80230
1,43,80235
11,21,80238
11,44,80238
11,7,80238
1,15,80242
1,11,80249
1,7,80249
1,20,80249
1,2,80249
1,32,80249
5,4,80252
55,4,80275
20,41,80288
24,56,80291
19,5,80308
19,52,80308
19,17,80308
19,12,80308
19,65,80308
2,44,80312
2,7,80312
43,24,80313
43,41,80313
3,20,80327
3,45,80327
3,11,80327
27,38,80335
27,1,80335
27,44,80335
56,23,80336
47,11,80337
45,15,80337
12,36,80355
11,14,80357
11,23,80357
11,37,80357
11,2,80361
11,15,80361
11,1,80361
5,12,80363
5,17,80363
5,52,80363
5,65,80363
7,23,80364
48,12,80364
48,17,80364
11,38,80365
11,33,80365
11,27,80370
11,32,80370
1,38,80370
11,21,80370
10,21,80377
20,1,80397
24,1,80400
39,18,80425
19,48,80426
2,37,80426
2,33,80426
2,3,80426
19,36,80426
2,45,80426
2,6,80430
2,38,80430
42,2,80431
42,44,80431
42,37,80431
32,3,80437
32,23,80437
31,30,80437
3,44,80441
3,38,80441
3,32,80441
32,20,80444
32,33,80444
32,44,80444
45,11,80463
23,14,80469
12,55,80474
23,38,80475
23,42,80475
23,32,80475
9,18,80477
9,55,80477
5,48,80477
9,5,80477
14,11,80483
11,7,80489
11,2,80489
1,27,80494
1,41,80494
1,45,80494
1,37,80494
1,44,80499
18,55,80508
20,2,80508
20,11,80508
18,39,80508
24,11,80511
55,9,80535
55,31,80535
43,19,80540
16,160,80542
42,20,80542
2,27,80552
2,11,80552
2,42,80552
32,2,80557
56,11,80561
27,7,80562
45,1,80585
5,19,80591
5,36,80591
12,52,80592
12,19,80592
12,48,80592
15,1,80596
15,20,80596
14,23,80602
7,38,80604
7,32,80604
7,44,80604
21,45,80609
11,6,80610
11,56,80610
11,13,80610
11,44,80610
48,19,80616
48,5,80616
1,11,80624
24,45,80638
6,11,80641
43,45,80654
55,53,80656
55,19,80656
19,35,80663
19,31,80663
2,20,80670
2,33,80670
2,7,80670
2,15,80670
31,9,80674
32,45,80674
32,27,80674
45,10,80703
45,38,80703
25,20,80705
23,25,80714
23,2,80714
21,10,80721
11,33,80725
11,23,80725
1,37,80733
18,9,80733
1,15,80733
6,32,80751
20,38,80754
10,21,80769
42,3,80770
35,9,80770
35,31,80770
43,1,80782
43,2,80782
56,7,80787
2,1,80789
27,2,80789
27,37,80796
27,11,80796
32,38,80798
32,11,80798
12,5,80815
45,43,80822
45,2,80822
5,35,80839
5,65,80839
11,38,80850
48,65,80850
11,37,80850
11,32,80850
11,42,80853
11,20,80853
11,27,80853
11,44,80856
11,10,80856
1,33,80859
1,32,80859
14,11,80860
6,38,80863
6,27,80863
20,42,80868
9,18,80869
35,17,80884
43,10,80895
31,19,80897
56,46,80907
2,32,80907
32,33,80913
47,38,80915
27,6,80921
27,44,80921
27,32,80921
3,11,80926
3,38,80926
3,32,80926
45,1,80940
7,11,80950
7,2,80950
7,56,80950
7,38,80950
5,12,80957
15,1,80962
11,14,80972
20,2,80983
1,2,80985
1,38,80985
24,1,80986
10,38,81009
10,43,81009
2,7,81016
2,3,81016
2,38,81016
31,35,81025
56,11,81029
3,33,81044
3,6,81044
3,1,81044
3,2,81044
3,44,81044
32,44,81048
32,2,81048
32,27,81048
23,2,81056
7,20,81064
15,33,81081
15,43,81081
11,7,81091
11,42,81091
11,2,81091
11,27,81091
11,15,81091
11,6,81091
1,37,81104
1,43,81104
1,44,81104
1,20,81104
20,11,81107
24,7,81110
1,41,81110
1,33,81110
35,31,81111
1,3,81117
35,18,81118
43,2,81124
1,45,81124
1,11,81124
43,38,81124
43,32,81124
2,44,81130
2,33,81130
2,1,81130
39,18,81130
2,11,81135
42,2,81136
42,13,81136
31,18,81138
56,47,81147
55,5,81148
3,15,81153
45,33,81163
32,1,81167
32,33,81167
27,11,81181
25,38,81182
5,35,81194
48,36,81206
11,38,81208
18,31,81213
20,44,81225
43,10,81236
43,33,81236
43,11,81236
43,1,81236
1,2,81244
2,38,81248
2,32,81248
42,27,81255
42,24,81255
42,45,81255
42,6,81255
47,56,81270
12,35,81285
32,11,81292
32,43,81292
23,38,81295
27,1,81300
27,38,81300
5,12,81303
7,1,81305
6,37,81312
11,2,81320
11,1,81320
11,33,81320
11,27,81323
11,37,81323
11,42,81323
20,1,81335
48,35,81341
14,11,81342
1,18,81357
1,32,81357
1,17,81357
1,47,81357
35,36,81362
35,12,81362
35,65,81362
35,5,81362
2,37,81362
2,27,81362
39,9,81367
42,31,81373
42,18,81373
42,15,81373
35,48,81376
3,2,81395
3,1,81395
3,37,81395
12,65,81397
12,48,81404
32,7,81417
32,20,81417
32,3,81417
7,17,81419
32,6,81420
32,1,81420
15,1,81422
11,3,81434
11,6,81434
6,11,81438
6,38,81438
20,11,81447
14,2,81467
14,38,81467
14,42,81467
19,45,81475
31,4,81479
42,20,81482
42,56,81482
42,49,81482
42,14,81482
1,15,81485
1,14,81485
1,41,81485
31,9,81486
43,33,81492
43,17,81499
3,46,81508
3,15,81508
3,25,81508
23,31,81527
23,27,81527
23,30,81527
23,19,81527
25,11,81533
25,42,81533
32,33,81543
32,15,81543
32,47,81543
32,14,81543
32,38,81543
5,36,81545
11,33,81546
11,20,81546
76,23,81549
15,32,81550
15,14,81550
15,6,81550
13,42,81558
6,7,81560
6,25,81560
24,38,81560
6,47,81560
48,21,81585
2,40,81589
1,19,81596
2,14,81596
42,7,81596
19,24,81600
19,32,81600
19,42,81600
42,2,81602
31,18,81611
56,11,81615
10,45,81617
56,42,81622
35,23,81622
56,35,81622
47,15,81629
45,23,81633
45,35,81633
7,13,81646
7,42,81646
25,7,81646
25,14,81646
25,56,81646
12,21,81648
23,45,81649
23,76,81649
7,6,81650
7,56,81650
40,2,81654
12,5,81655
5,10,81658
5,21,81658
32,25,81659
27,6,81661
27,42,81661
27,31,81661
15,38,81663
15,47,81663
11,17,81665
11,7,81665
11,46,81665
11,19,81665
20,23,81668
20,43,81668
13,11,81672
13,18,81672
18,35,81673
18,42,81673
18,6,81673
18,23,81673
18,11,81673
6,13,81678
6,35,81678
21,5,81695
21,55,81695
1,2,81708
1,35,81708
42,49,81715
9,39,81717
48,65,81717
14,47,81719
14,15,81719
31,20,81730
31,42,81730
31,24,81730
31,11,81730
10,35,81736
35,11,81743
35,18,81743
35,42,81743
31,7,81744
55,34,81744
43,53,81745
43,55,81745
56,49,81745
47,25,81748
47,38,81755
4,23,81756
23,11,81763
23,42,81763
23,13,81763
23,35,81763
23,6,81763
7,20,81775
7,31,81775
15,1,81777
15,18,81777
20,31,81782
24,31,81785
24,42,81785
24,45,81785
24,11,81785
24,6,81785
27,1,81786
11,13,81787
13,35,81787
13,23,81787
11,18,81787
12,65,81789
12,43,81789
12,21,81789
6,20,81797
6,14,81797
18,17,81801
18,14,81801
18,47,81801
21,65,81814
21,10,81814
21,43,81814
21,48,81814
1,18,81824
1,14,81824
42,55,81829
42,56,81829
39,11,81831
39,24,81831
14,24,81835
14,7,81835
14,49,81835
2,1,81840
2,15,81840
2,18,81840
2,35,81840
2,4,81840
2,17,81847
2,47,81847
2,41,81847
2,11,81847
10,47,81851
55,5,81855
35,37,81858
10,1,81858
10,17,81858
10,15,81858
35,13,81858
35,56,81858
56,7,81864
56,14,81864
56,31,81864
56,2,81864
43,21,81866
43,12,81866
43,5,81866
43,48,81866
31,47,81871
31,38,81871
31,11,81871
31,17,81871
45,17,81877
45,76,81877
32,23,81879
32,13,81879
23,32,81885
5,58,81887
47,32,81889
47,14,81889
15,2,81892
15,31,81892
15,17,81892
15,40,81892
20,7,81896
20,42,81896
7,14,81898
7,49,81898
24,7,81899
24,20,81903
11,6,81904
11,23,81904
11,37,81904
12,5,81908
27,23,81913
18,2,81914
6,49,81915
13,32,81922
42,24,81944
39,9,81945
1,31,81950
1,32,81950
14,42,81954
14,38,81954
55,53,81967
19,34,81979
19,55,81979
2,14,81980
2,38,81980
2,42,81980
43,65,81981
35,41,81983
35,4,81983
35,1,81983
35,27,81983
4,51,81989
31,14,81990
31,15,81990
31,2,81990
40,15,81995
40,49,81995
40,31,81995
40,2,81995
40,47,81995
45,23,81996
45,32,81996
5,12,81999
40,7,82001
15,49,82004
15,7,82004
15,38,82004
47,2,82008
47,18,82008
47,17,82008
47,40,82008
15,24,82009
45,4,82010
23,35,82013
23,13,82013
23,19,82013
11,49,82014
11,38,82014
20,49,82022
6,31,82024
6,2,82024
6,15,82024
24,6,82025
18,1,82028
7,2,82028
18,41,82028
7,15,82028
7,31,82028
12,19,82029
12,58,82029
27,35,82029
13,35,82033
42,25,82056
42,17,82056
42,23,82056
42,32,82056
21,58,82062
21,12,82062
21,55,82062
42,19,82063
14,55,82069
14,27,82069
14,1,82069
9,11,82070
14,15,82074
14,31,82074
14,18,82074
14,7,82074
1,37,82076
21,43,82076
1,17,82076
55,37,82086
55,13,82086
55,27,82086
19,21,82100
19,65,82100
56,42,82103
43,58,82106
43,19,82106
31,7,82111
31,42,82111
31,40,82111
31,1,82111
31,6,82111
23,37,82124
32,35,82125
40,23,82126
40,6,82126
47,24,82129
15,17,82134
15,42,82134
15,55,82134
6,12,82138
6,43,82138
6,21,82138
18,55,82143
24,11,82143
7,17,82147
7,27,82147
7,6,82147
7,23,82147
7,14,82147
39,11,82172
48,58,82176
39,47,82179
39,15,82179
14,40,82186
14,24,82186
14,23,82186
14,35,82186
42,24,82188
42,27,82188
14,56,82190
1,23,82193
1,35,82193
1,33,82193
9,39,82197
21,65,82202
55,38,82208
55,31,82208
55,23,82208
55,40,82208
19,58,82215
31,41,82226
31,23,82226
31,55,82226
56,49,82230
56,31,82230
56,27,82230
56,23,82230
56,25,82230
4,54,82233
35,15,82235
35,6,82235
35,32,82235
35,47,82235
25,49,82238
32,31,82239
32,37,82239
47,15,82244
47,55,82244
47,42,82244
40,14,82245
40,55,82245
23,49,82246
23,27,82246
23,55,82246
23,7,82246
23,20,82246
47,31,82247
23,38,82248
23,1,82248
23,32,82248
5,19,82250
5,43,82250
5,65,82250
47,56,82250
47,38,82250
5,48,82250
40,17,82252
15,39,82253
15,9,82253
15,11,82253
18,31,82255
18,33,82255
18,23,82255
5,77,82257
18,14,82258
11,15,82258
20,23,82262
27,55,82263
27,23,82263
7,55,82268
12,48,82269
27,31,82270
27,38,82270
27,33,82270
13,35,82289
39,9,82304
39,19,82304
1,48,82314
1,25,82314
21,48,82317
55,9,82325
55,11,82325
1,40,82328
19,9,82340
19,47,82340
19,15,82340
19,39,82340
35,31,82351
35,55,82351
31,56,82354
31,27,82354
31,25,82354
32,41,82354
32,33,82354
31,35,82354
31,32,82354
56,1,82355
56,35,82355
43,65,82358
43,5,82358
31,33,82359
31,17,82359
31,14,82359
23,17,82374
23,33,82374
23,41,82374
45,76,82377
47,9,82377
24,14,82380
24,31,82380
24,32,82380
24,55,82380
24,35,82380
20,35,82381
20,14,82381
20,32,82381
20,31,82381
20,33,82381
20,37,82381
7,19,82383
14,31,82413
14,33,82413
9,18,82420
9,47,82420
9,11,82420
48,35,82422
48,38,82422
48,33,82422
48,23,82422
55,19,82435
21,5,82442
1,7,82452
1,35,82452
19,87,82465
35,41,82470
35,33,82470
35,25,82470
56,55,82474
31,37,82475
32,49,82478
32,56,82478
32,25,82478
11,39,82487
11,47,82487
11,19,82487
24,49,82489
24,17,82489
24,42,82489
45,56,82492
45,1,82492
45,31,82492
45,27,82492
45,35,82492
45,41,82492
45,23,82492
45,33,82492
6,33,82493
6,38,82493
47,15,82493
47,39,82493
47,11,82493
11,9,82494
25,32,82498
23,48,82499
23,6,82499
23,31,82499
23,14,82499
11,42,82501
23,35,82502
27,42,82509
15,11,82513
12,43,82521
14,1,82532
14,7,82532
14,25,82532
14,2,82532
48,17,82536
48,25,82536
48,37,82536
48,6,82536
9,39,82539
21,43,82554
55,31,82557
39,47,82564
42,23,82567
1,49,82571
1,32,82571
2,23,82585
2,49,82585
35,31,82592
43,12,82593
31,24,82594
31,42,82594
31,11,82594
31,15,82594
31,47,82594
32,17,82596
32,27,82596
56,9,82608
45,58,82617
25,48,82619
25,17,82619
25,35,82619
25,23,82619
27,32,82620
27,17,82620
27,24,82620
11,15,82622
23,32,82623
23,37,82623
23,2,82623
12,45,82637
18,6,82640
18,19,82640
48,1,82651
48,41,82651
14,43,82654
14,13,82654
55,56,82679
55,9,82679
39,15,82683
1,24,82683
1,15,82683
42,20,82688
32,31,82706
32,2,82706
32,24,82706
43,45,82708
43,33,82715
6,19,82720
6,18,82720
56,27,82722
20,2,82722
4,54,82723
4,51,82723
23,49,82732
23,20,82732
11,39,82733
25,14,82734
25,42,82734
25,41,82734
25,1,82734
40,23,82741
40,49,82741
7,25,82760
14,31,82771
9,55,82778
13,35,82785
55,27,82793
32,41,82818
32,13,82818
43,38,82827
19,55,82827
31,14,82828
31,33,82828
35,13,82831
35,41,82831
24,31,82844
24,32,82844
47,87,82846
47,15,82846
4,12,82847
4,31,82847
22,30,82850
27,56,82851
27,9,82851
27,55,82851
25,47,82859
25,15,82859
25,43,82859
45,12,82869
45,5,82869
12,5,82871
5,12,82871
15,19,82874
15,25,82874
15,47,82874
13,55,82894
13,56,82894
13,27,82894
55,17,82908
55,13,82908
1,10,82911
1,21,82911
32,1,82928
35,32,82942
35,24,82942
19,33,82942
35,49,82942
19,38,82949
19,7,82949
43,37,82954
31,51,82955
31,4,82955
31,54,82955
23,40,82970
6,10,82971
47,19,82973
47,11,82973
47,25,82973
11,19,82982
11,15,82982
25,39,82984
12,31,82990
12,51,82990
12,54,82990
7,33,82995
15,1,82999
14,45,83003
14,5,83003
9,56,83010
9,13,83010
1,45,83034
32,49,83039
32,15,83039
55,37,83043
39,47,83044
35,11,83054
35,53,83054
43,14,83065
43,51,83065
24,10,83073
24,49,83073
24,37,83073
4,52,83090
23,33,83093
23,49,83093
23,20,83100
25,17,83111
11,35,83112
11,41,83112
48,1,83115
12,4,83117
40,49,83118
14,39,83125
15,49,83126
15,24,83126
9,27,83132
10,39,83146
39,15,83169
35,17,83173
43,49,83177
43,42,83177
43,33,83177
31,12,83178
42,23,83180
19,34,83188
27,56,83200
23,40,83218
23,15,83218
56,133,83223
48,42,83225
45,1,83226
11,53,83237
11,17,83237
5,23,83239
5,49,83239
5,47,83239
5,24,83239
15,39,83242
13,133,83255
10,1,83268
10,19,83268
10,5,83275
55,133,83276
55,13,83276
21,1,83281
21,5,83281
1,45,83286
43,18,83296
19,16,83299
19,43,83299
19,21,83299
27,133,83322
4,12,83331
23,33,83332
45,34,83338
45,19,83338
56,13,83341
6,10,83352
7,33,83356
5,33,83358
5,32,83358
15,17,83361
11,87,83364
11,15,83364
9,133,83368
76,33,83377
21,45,83393
16,21,83409
16,43,83409
16,34,83409
39,47,83412
39,25,83412
42,49,83415
42,33,83415
43,1,83418
31,52,83419
24,5,83443
24,10,83443
27,37,83444
23,20,83455
23,49,83455
12,52,83459
40,23,83468
25,15,83468
5,7,83473
15,24,83476
14,65,83489
9,37,83496
21,43,83514
21,34,83514
21,19,83514
19,50,83530
42,5,83530
42,20,83530
43,34,83535
43,19,83535
43,16,83535
43,21,83535
31,12,83536
42,38,83537
47,39,83554
27,13,83558
24,49,83577
7,5,83579
25,24,83580
25,11,83580
25,39,83580
23,40,83582
23,42,83582
11,122,83594
11,48,83594
15,47,83595
56,133,83610
56,9,83610
13,9,83617
10,6,83629
16,50,83648
16,19,83648
19,21,83652
47,24,83664
47,32,83664
1,50,83675
48,11,83690
4,46,83691
24,15,83696
24,25,83696
23,5,83698
7,38,83698
11,25,83705
11,35,83705
25,47,83707
40,49,83714
6,31,83717
5,23,83719
14,6,83722
15,11,83722
14,31,83722
15,39,83722
15,31,83722
13,37,83744
21,50,83755
21,16,83755
39,27,83765
43,50,83767
31,65,83768
31,14,83768
55,63,83785
1,5,83796
45,1,83807
12,46,83808
27,55,83808
12,54,83808
23,117,83815
23,33,83815
4,19,83816
24,39,83817
25,31,83818
5,45,83830
5,7,83830
5,42,83830
11,17,83832
11,41,83832
6,34,83844
6,18,83844
18,31,83849
18,34,83849
14,34,83856
32,87,83870
19,12,83879
19,51,83879
19,54,83879
19,52,83879
16,43,83880
10,31,83886
42,23,83887
31,6,83890
31,34,83890
45,49,83929
12,52,83930
40,23,83937
11,27,83955
6,14,83960
18,10,83960
13,45,83977
14,6,83979
9,37,83986
35,41,83995
19,7,84001
35,11,84002
31,10,84004
10,18,84011
55,45,84015
47,11,84022
1,12,84033
1,7,84033
45,37,84046
7,42,84047
7,38,84047
48,27,84049
25,11,84049
12,19,84052
40,49,84056
24,11,84057
5,1,84061
15,25,84064
11,24,84080
11,25,84080
11,15,84080
56,9,84088
76,90,84101
14,39,84104
14,25,84104
14,15,84104
14,24,84104
14,55,84104
39,15,84115
39,14,84115
16,21,84116
43,16,84118
19,25,84123
19,49,84123
19,33,84123
31,18,84126
55,14,84126
55,63,84126
47,14,84144
47,24,84151
1,46,84159
1,51,84159
1,54,84159
12,54,84166
12,7,84166
27,48,84168
25,15,84171
25,14,84171
23,20,84174
27,41,84175
24,39,84182
4,7,84185
15,11,84186
15,14,84186
15,47,84186
18,34,84191
4,50,84192
11,14,84194
6,31,84201
14,47,84231
39,19,84234
19,32,84237
19,87,84237
19,47,84237
16,43,84245
21,16,84245
31,10,84254
47,39,84272
45,55,84278
25,19,84288
25,49,84288
7,12,84291
7,4,84291
7,54,84291
12,46,84295
23,38,84295
20,23,84301
24,14,84309
18,6,84313
11,19,84317
32,19,84334
14,38,84352
39,11,84356
39,25,84356
42,38,84357
42,49,84357
19,31,84359
19,15,84359
31,19,84365
1,12,84381
47,19,84383
47,25,84383
47,11,84383
25,47,84398
45,9,84400
45,56,84400
7,51,84405
7,1,84405
15,19,84413
15,32,84413
15,87,84413
12,1,84416
4,1,84431
11,35,84444
11,53,84444
32,15,84448
14,11,84461
43,16,84486
19,47,84487
35,41,84497
1,7,84498
47,87,84505
7,54,84534
18,31,84540
4,7,84540
27,41,84550
27,48,84550
11,17,84560
11,14,84560
11,39,84560
14,24,84572
13,9,84584
13,45,84584
19,32,84598
1,5,84614
55,25,84615
31,87,84621
45,13,84629
48,27,84631
48,11,84631
48,41,84631
5,7,84654
32,47,84675
56,9,84678
14,42,84699
39,14,84705
1,46,84739
1,52,84739
48,25,84745
48,49,84745
25,55,84756
25,37,84756
47,32,84762
45,9,84764
7,51,84766
7,5,84766
15,31,84771
12,54,84776
4,1,84778
24,14,84778
20,38,84785
56,45,84799
56,37,84799
42,1,84825
13,37,84825
19,31,84847
19,25,84854
1,12,84858
1,4,84858
1,51,84858
31,6,84869
45,37,84875
25,48,84878
5,1,84883
40,49,84885
15,25,84900
6,18,84904
32,25,84933
42,63,84947
42,5,84947
14,39,84947
9,56,84954
13,56,84958
13,37,84958
43,50,84995
31,34,84996
31,18,84996
45,56,84997
